Frecuencia de transito nocturna,Zona,Estrato,Que tan agradable es transitar?,Las caracteristicas de la zona:,Cantidad de personas le generan:,Zona segura si hay presencia de:,Los andenes le permiten:,Medio de transporte que utiliza,Que sensacion experimenta en TP?,Hora militar,Edad,Actividad Principal,Escolaridad
2,Ciudad Bolívar,1,4,7,8,3,2,1,2,88,20,3,6
2,Engativá,2,2,1,7,4,2,9,12,21:00:00,28,3,6
3,Puente Aranda,3,3,3,7,3,1,3,1,21:30:00,27,2,8
3,Suba,3,3,6,1,1,2,3,13,22:00:00,18,2,5
2,Usme,2,3,4,7,3,2,3,2,20:00:00,22,2,8
3,Teusaquillo,3,4,2,5,3,2,3,2,17:00:00,20,3,5
3,Fontibón,2,2,99,1,1,2,4,1,20:00:00,24,1,6
3,Fontibón,2,2,1,1,1,2,4,3,18:00:00,25,1,6
3,Puente Aranda,3,3,3,6,1,1,4,11,20:00:00,21,2,5
2,Fontibón,3,2,3,7,1,2,5,1,20:00:00,26,3,8
2,Puente Aranda,3,4,3,4,2,2,3,12,20:00:00,20,2,6
2,Puente Aranda,3,2,3,1,3,1,5,1,22:00:00,21,2,6
2,Teusaquillo,4,2,3,8,3,2,10,1,21:00:00,23,2,5
2,Kennedy,3,3,7,7,1,2,3,9,21:00:00,20,2,5
1,Puente Aranda,3,3,3,4,1,1,3,12,20:00:00,29,3,6
2,Kennedy,3,3,3,8,3,2,10,1,88,18,2,5
3,Bosa,3,2,4,1,1,2,3,1,20:00:00,25,1,8
3,Suba,4,4,3,8,3,2,1,4,20:00:00,26,2,8
2,Engativá,3,2,1,3,1,2,3,1,23:00:00,32,3,6
2,Puente Aranda,3,3,5,8,3,2,3,2,22:00:00,24,1,8
2,San Cristóbal,3,2,1,1,3,2,3,4,21:00:00,37,1,9
2,Puente Aranda,3,2,5,1,1,2,3,2,21:00:00,53,1,9
3,Santa Fe,3,2,5,2,4,2,3,1,21:00:00,46,1,9
3,Santa Fe,3,2,7,2,3,2,4,11,88,30,1,8
3,Santa Fe,2,2,1,2,4,2,3,1,19:00:00,35,1,3
2,Teusaquillo,1,2,7,8,4,1,12,11,23:00:00,34,1,9
3,Santa Fe,3,2,7,2,2,1,12,2,88,51,1,9
2,Soacha,3,2,2,1,2,1,1,12,22:00:00,37,1,8
2,Santa Fe,3,2,3,7,3,2,1,2,16:00:00,50,1,8
1,Chapinero,4,4,5,2,2,2,6,4,20:00:00,22,2,9
3,Santa Fe,3,2,4,2,1,2,1,1,22:00:00,70,7,6
3,Usaquén,3,2,2,1,3,2,1,1,22:00:00,36,1,6
3,Santa Fe,3,2,2,2,2,2,1,2,21:00:00,55,1,8
1,Kennedy,2,2,2,2,2,2,1,2,88,27,1,6
3,Santa Fe,2,2,2,2,3,2,12,1,21:00:00,70,1,2
1,Usaquén,3,2,3,7,4,1,1,5,18:00:00,22,3,5
3,Usaquén,4,3,3,5,1,1,1,2,88,21,2,5
2,Engativá,3,2,1,2,3,2,1,2,23:00:00,55,1,5
1,Suba,5,2,5,1,2,2,1,3,88,30,1,9
1,Usaquén,4,2,6,7,4,2,5,2,88,34,3,7
2,Chapinero,4,3,5,4,1,2,3,2,88,19,2,9
2,Usaquén,4,2,2,4,3,1,3,1,88,19,2,7
1,La Candelaria,3,2,1,7,3,2,12,12,19:00:00,18,2,7
1,Rafael Uribe Uribe,3,3,6,7,4,2,1,12,88,27,3,7
3,Santa Fe,3,2,1,2,3,2,1,12,88,45,1,8
1,Barrios Unidos,99,2,1,2,4,2,1,2,16:00:00,40,1,8
1,Usaquén,1,2,2,4,1,2,3,1,88,26,1,9
1,Suba,2,2,6,7,4,1,3,4,22:00:00,58,5,2
3,Santa Fe,3,3,7,1,1,2,4,12,22:00:00,19,2,5
3,Chapinero,4,3,2,2,3,2,3,2,88,17,2,5
3,Usaquén,5,4,3,2,1,2,1,5,19:30:00,18,2,5
1,Usaquén,6,3,3,2,1,2,3,1,20:00:00,17,2,5
3,Bosa,2,3,2,8,3,1,1,12,88,25,1,6
3,Chapinero,3,3,2,7,1,2,3,5,88,30,3,8
1,Suba,3,2,1,2,1,2,1,11,21:00:00,33,1,9
1,Usaquén,3,1,1,1,1,2,1,12,19:00:00,23,1,8
2,Santa Fe,2,4,7,3,3,2,1,12,88,56,1,8
3,Chapinero,3,2,2,2,1,2,3,12,21:00:00,34,1,9
3,La Candelaria,2,3,7,2,4,1,4,2,88,52,1,2
3,Usaquén,3,3,6,7,4,2,1,3,88,24,3,7
3,Engativá,3,3,5,8,3,1,4,2,18:00:00,19,3,7
3,San Cristóbal,2,2,2,2,3,2,3,2,88,35,1,8
2,La Candelaria,2,2,1,7,1,1,3,1,21:00:00,50,1,4
2,Kennedy,3,3,1,7,2,2,3,1,20:00:00,21,3,7
2,La Candelaria,2,3,3,7,3,2,3,3,88,27,1,5
3,Santa Fe,2,2,5,1,1,2,1,2,19:00:00,37,1,4
3,Teusaquillo,3,2,1,1,3,2,3,1,21:30:00,20,2,7
3,Chapinero,2,2,1,1,3,2,3,1,21:00:00,22,2,7
3,Santa Fe,2,3,1,6,3,2,1,1,21:00:00,27,1,6
2,Santa Fe,3,2,1,1,2,2,12,1,88,20,3,5
1,Rafael Uribe Uribe,3,3,1,7,3,2,3,2,19:00:00,31,1,9
3,La Candelaria,3,2,1,5,1,2,1,1,19:00:00,17,2,7
3,La Candelaria,3,3,3,4,1,2,1,2,21:00:00,29,1,5
3,Teusaquillo,4,3,3,1,3,1,3,12,18:00:00,39,1,9
1,Santa Fe,2,2,1,1,4,2,1,11,21:00:00,25,3,7
3,Santa Fe,3,2,3,1,4,1,3,1,23:00:00,27,1,8
3,San Cristóbal,2,3,3,1,3,2,1,5,20:00:00,21,2,7
3,Puente Aranda,2,2,5,5,3,2,3,2,20:00:00,21,2,7
2,Santa Fe,4,2,3,1,4,2,3,1,21:00:00,23,2,7
3,La Candelaria,2,3,3,1,3,1,1,4,18:00:00,19,2,4
3,Teusaquillo,2,2,1,1,1,2,3,1,88,29,1,8
3,Santa Fe,2,3,1,2,3,2,3,4,22:00:00,34,1,6
3,Rafael Uribe Uribe,3,3,5,3,1,1,3,4,20:00:00,18,3,7
3,Santa Fe,2,3,1,5,3,2,3,1,20:30:00,19,2,7
3,La Candelaria,2,3,1,1,1,2,1,2,20:00:00,28,1,4
3,La Candelaria,2,2,4,1,1,2,1,2,88,31,1,4
3,Kennedy,4,3,3,2,3,2,3,1,21:30:00,21,2,7
3,Engativá,4,3,4,2,1,2,1,1,88,21,2,7
2,Teusaquillo,3,3,1,1,2,2,1,5,88,53,1,9
3,Rafael Uribe Uribe,2,3,4,1,1,2,1,1,88,18,2,8
2,Engativá,3,3,1,1,4,2,1,7,17:00:00,30,1,7
1,La Candelaria,3,3,1,1,3,2,1,2,88,60,6,6
3,Santa Fe,2,2,4,1,4,2,3,2,20:00:00,32,1,4
3,La Candelaria,2,3,5,6,1,1,3,4,20:00:00,18,2,7
2,Suba,5,3,1,1,1,2,1,6,05:00:00,21,2,7
3,Teusaquillo,3,3,1,1,3,2,1,5,23:00:00,22,2,7
3,Kennedy,3,3,1,6,1,2,3,1,19:00:00,22,2,7
3,La Candelaria,3,1,1,1,1,2,1,2,88,68,6,6
2,Bosa,2,3,1,6,3,2,3,2,88,27,3,7
3,Santa Fe,2,2,1,1,3,2,1,3,21:00:00,22,1,7
3,Santa Fe,3,2,1,7,3,2,3,1,20:00:00,23,3,7
2,La Candelaria,2,2,1,1,4,2,8,4,18:00:00,28,3,6
1,Ciudad Bolívar,2,3,5,6,4,2,3,1,88,31,1,5
1,Barrios Unidos,3,3,3,4,3,2,3,1,20:00:00,45,1,6
3,Barrios Unidos,2,2,3,1,3,2,1,1,22:00:00,65,1,3
3,Bosa,2,3,4,5,3,1,1,2,88,21,3,7
3,Barrios Unidos,4,3,5,5,3,2,1,2,18:00:00,18,1,7
3,Soacha,2,3,3,4,3,1,1,6,19:00:00,23,1,6
3,Ciudad Bolívar,3,3,3,4,3,1,1,6,19:00:00,37,1,8
3,99,99,3,1,6,3,1,1,2,88,20,1,4
3,Ciudad Bolívar,2,4,4,7,3,2,1,4,88,59,1,4
3,Kennedy,2,3,4,4,3,1,1,2,88,49,1,6
1,Tunjuelito,2,2,1,1,3,1,1,11,21:00:00,23,3,6
3,Santa Fe,2,3,3,5,3,1,1,2,18:00:00,19,3,7
3,Rafael Uribe Uribe,3,2,3,7,4,1,1,2,88,18,1,6
3,Bosa,2,4,2,1,3,1,1,1,21:00:00,20,2,7
1,Bosa,2,3,3,5,4,1,1,2,88,29,1,6
3,Rafael Uribe Uribe,3,3,3,4,4,1,1,4,88,57,1,6
3,Barrios Unidos,3,3,1,6,4,1,1,2,88,38,1,4
3,Usme,1,3,3,7,3,2,1,1,88,23,1,4
1,Soacha,1,2,5,1,3,2,4,1,20:00:00,21,1,5
1,Teusaquillo,4,3,3,6,4,2,1,2,20:00:00,23,3,7
1,Puente Aranda,3,2,3,1,4,2,1,1,88,18,2,7
1,Teusaquillo,4,3,3,6,4,2,1,4,20:00:00,21,3,99
3,Engativá,3,4,3,1,3,2,1,1,21:00:00,36,5,5
1,Soacha,3,3,1,6,4,1,1,9,88,30,1,6
3,Ciudad Bolívar,2,3,1,6,3,2,1,2,21:00:00,33,1,6
3,Suba,2,1,5,6,1,1,1,1,20:00:00,24,1,7
3,Engativá,4,4,1,1,1,1,3,1,21:00:00,26,2,8
3,Suba,2,4,3,5,1,2,1,2,20:00:00,27,1,8
3,Engativá,4,3,3,7,1,1,1,2,18:00:00,39,1,9
3,Engativá,3,3,2,6,3,1,1,12,17:00:00,28,1,9
3,Suba,3,4,2,2,3,1,1,2,18:00:00,22,1,5
3,Suba,2,4,3,6,1,1,1,3,18:00:00,35,1,8
3,Kennedy,3,3,3,1,3,2,1,2,88,22,1,8
1,Suba,3,3,3,5,3,1,1,2,18:00:00,30,1,8
3,Engativá,3,4,6,7,3,1,1,2,22:00:00,22,1,6
3,Suba,2,4,5,6,1,1,1,2,21:00:00,25,3,6
1,Suba,2,3,1,7,4,1,1,2,22:00:00,20,3,5
3,Suba,2,3,1,5,2,2,1,7,88,23,1,6
2,Usaquén,4,4,1,4,1,1,1,2,16:00:00,35,1,8
1,Suba,3,3,2,1,3,1,1,2,17:00:00,28,1,8
1,Suba,2,4,1,5,4,1,1,2,20:00:00,20,2,5
3,Suba,2,4,3,7,3,1,1,2,20:00:00,31,1,6
3,Engativá,3,2,6,6,3,1,1,1,20:00:00,23,1,5
1,Chapinero,4,3,6,5,1,1,7,1,23:00:00,23,1,8
3,Bosa,2,2,2,1,1,2,1,2,22:00:00,21,3,6
3,Puente Aranda,3,4,6,7,4,1,1,2,88,22,1,5
1,Suba,3,2,6,7,3,2,5,1,88,21,4,6
3,Suba,1,4,1,1,3,1,1,2,88,22,1,5
1,Ciudad Bolívar,3,3,2,6,1,1,1,12,22:00:00,45,1,5
1,Engativá,4,3,6,7,3,1,1,2,21:00:00,19,2,5
1,Fontibón,3,3,6,3,4,2,10,2,88,23,1,8
2,Barrios Unidos,4,4,2,2,1,2,1,11,17:00:00,64,1,6
1,Engativá,3,4,2,2,4,2,1,12,88,67,1,6
3,Santa Fe,99,2,3,8,1,2,1,1,21:00:00,39,4,4
3,Suba,4,3,3,2,1,1,1,3,18:00:00,34,1,8
2,Ciudad Bolívar,3,3,3,5,1,2,1,13,05:00:00,20,3,6
2,Suba,3,2,2,8,3,2,1,2,23:00:00,25,3,7
1,Chapinero,2,3,7,8,4,2,1,2,88,47,1,5
1,Usaquén,4,3,2,2,1,2,1,2,88,22,1,8
2,Suba,3,3,5,5,3,1,1,3,88,23,3,7
1,Santa Fe,99,3,2,2,3,1,1,2,01:00:00,23,1,5
1,Suba,3,3,5,4,3,1,1,2,20:00:00,17,2,4
2,Barrios Unidos,3,3,5,2,1,1,1,2,20:00:00,20,2,7
1,Kennedy,3,4,4,6,1,2,1,2,20:00:00,18,1,5
1,Rafael Uribe Uribe,3,3,5,6,4,1,1,2,04:00:00,37,1,6
1,Suba,2,3,5,2,3,1,1,2,22:00:00,26,1,6
3,Barrios Unidos,99,3,5,8,3,2,1,2,21:00:00,15,2,4
3,San Cristóbal,2,4,6,7,4,2,1,11,88,41,1,5
2,Barrios Unidos,3,2,1,2,3,1,1,1,88,23,1,5
3,Ciudad Bolívar,1,2,1,5,3,2,1,2,88,33,1,6
3,Kennedy,3,3,2,2,4,2,1,2,88,48,7,9
3,Suba,3,2,1,2,1,1,1,2,88,29,1,8
2,Ciudad Bolívar,3,2,2,4,4,2,1,2,17:00:00,34,1,6
2,Engativá,3,2,2,4,1,2,1,2,14:00:00,23,1,6
1,Barrios Unidos,2,3,2,4,1,2,1,2,1900-01-01 00:00:00,22,1,4
2,Rafael Uribe Uribe,3,3,3,7,3,1,1,2,88,25,1,4
2,Soacha,2,3,1,2,3,2,1,1,21:00:00,33,1,2
2,Engativá,2,3,3,7,3,2,1,2,19:00:00,19,2,3
2,Soacha,3,3,3,7,1,1,1,2,19:00:00,16,2,3
2,Engativá,2,2,3,6,3,1,5,1,88,29,1,8
1,Barrios Unidos,3,2,1,8,3,1,9,2,19:00:00,27,5,8
1,Suba,2,4,3,8,1,1,1,12,88,36,1,6
2,Engativá,3,4,3,8,1,1,9,12,18:00:00,23,1,8
1,Engativá,2,4,2,7,3,1,5,1,88,40,1,5
1,Suba,2,4,1,7,4,2,1,3,18:00:00,19,3,5
3,Engativá,3,4,3,6,4,1,1,2,88,26,1,6
2,Engativá,3,3,3,1,1,2,1,2,88,23,3,8
1,Suba,4,4,3,8,1,1,1,2,18:00:00,21,2,5
2,Ciudad Bolívar,2,4,3,8,4,1,1,12,20:00:00,19,3,5
3,Ciudad Bolívar,2,4,3,7,3,1,1,12,19:00:00,51,1,5
3,Ciudad Bolívar,2,4,1,7,3,1,1,11,18:00:00,32,1,6
1,Engativá,3,3,7,7,4,2,1,12,21:00:00,33,1,8
1,Engativá,3,2,3,7,1,1,1,9,22:00:00,55,1,8
3,Engativá,2,2,7,8,1,1,1,3,21:00:00,23,3,8
1,Fontibón,3,2,1,7,3,1,1,13,22:00:00,25,1,6
1,Engativá,2,2,3,8,3,2,9,1,21:00:00,29,1,8
3,Puente Aranda,2,4,7,7,3,1,1,2,88,17,1,5
2,Engativá,3,2,1,8,3,1,1,12,21:00:00,30,1,6
2,Ciudad Bolívar,2,3,3,7,3,1,1,1,22:00:00,21,1,5
2,Engativá,3,2,1,1,3,1,1,1,88,37,1,8
1,Suba,3,4,6,4,3,2,3,2,21:00:00,27,1,5
3,San Cristóbal,1,2,1,1,3,2,1,2,22:00:00,36,1,6
1,Rafael Uribe Uribe,1,4,4,4,1,1,1,3,88,26,1,9
1,Fontibón,2,2,1,6,4,1,1,2,18:00:00,17,2,7
1,Soacha,3,2,4,6,4,1,1,2,20:00:00,17,2,7
3,Bosa,3,4,3,4,4,1,1,1,20:00:00,46,1,4
3,Soacha,3,4,3,6,1,2,1,11,88,50,1,4
2,Soacha,3,3,3,1,1,1,1,3,18:00:00,37,1,6
2,Soacha,3,3,3,5,3,1,1,2,21:00:00,24,1,5
2,Engativá,3,3,99,6,1,2,3,1,21:00:00,36,1,9
1,Soacha,2,2,4,1,3,1,1,2,21:00:00,18,2,7
3,Chapinero,3,4,1,3,3,2,1,1,18:00:00,26,1,9
1,Teusaquillo,4,3,3,6,1,2,1,3,19:00:00,37,1,9
1,Soacha,2,3,2,2,3,1,1,2,22:00:00,22,1,6
2,Suba,2,2,1,1,1,1,1,1,17:00:00,18,2,8
1,Barrios Unidos,2,2,1,2,1,1,1,2,21:00:00,19,3,5
1,Soacha,1,3,6,2,1,2,4,2,18:00:00,21,1,4
2,Barrios Unidos,3,2,6,7,1,2,3,2,20:00:00,19,2,8
1,Ciudad Bolívar,3,3,6,4,1,2,1,2,20:00:00,18,2,7
1,Suba,3,2,2,7,3,2,1,1,19:00:00,17,2,7
2,Bosa,3,2,1,2,3,2,1,2,18:00:00,22,2,8
3,Antonio Nariño,3,3,3,4,3,2,1,4,88,22,2,7
1,Fontibón,3,2,2,2,3,1,1,2,20:00:00,19,2,6
3,Ciudad Bolívar,3,3,5,6,3,1,1,11,88,46,1,9
1,Bosa,2,3,5,6,1,1,1,1,18:00:00,30,2,5
2,Kennedy,2,4,5,5,2,2,3,2,22:00:00,22,3,5
3,Suba,3,3,3,4,1,1,1,3,17:00:00,55,1,3
1,Barrios Unidos,4,2,1,1,3,2,1,2,20:00:00,21,1,8
2,Suba,3,3,5,3,3,2,1,2,06:00:00,32,3,8
2,Puente Aranda,3,3,5,2,3,2,1,2,06:00:00,20,2,5
3,Kennedy,2,3,2,4,3,2,1,2,20:00:00,26,1,9
1,Soacha,3,3,3,5,3,2,1,2,18:00:00,28,3,8
3,Kennedy,3,3,3,1,3,1,1,4,18:00:00,44,1,8
3,Usaquén,3,3,5,6,2,2,1,2,17:00:00,30,3,6
1,Soacha,3,2,1,1,3,1,1,2,22:30:00,24,3,6
3,Engativá,3,2,3,1,3,2,1,2,20:00:00,25,3,8
2,Usaquén,3,4,5,5,3,1,9,5,18:30:00,21,3,8
3,Suba,2,4,3,6,3,2,1,3,17:30:00,21,1,6
3,Suba,5,2,3,4,3,1,1,1,20:00:00,49,1,8
1,Suba,5,4,3,6,3,1,1,2,22:00:00,29,1,8
2,Santa Fe,3,4,1,4,3,2,1,2,18:00:00,28,1,4
1,Suba,6,3,3,5,3,1,1,2,22:00:00,26,1,8
2,Rafael Uribe Uribe,2,3,2,4,2,2,1,4,06:00:00,27,3,6
2,Suba,2,3,5,8,3,1,1,2,17:30:00,23,3,6
2,Engativá,3,2,4,3,3,2,1,2,18:00:00,23,2,5
3,Suba,3,3,3,4,3,2,1,2,19:00:00,38,1,9
1,Bosa,2,3,3,6,3,1,1,2,18:00:00,54,1,4
3,Usaquén,4,3,2,4,3,1,1,2,18:00:00,19,2,8
3,Suba,2,3,5,4,3,1,1,2,21:00:00,29,1,6
3,Suba,2,3,3,5,4,2,1,2,18:00:00,23,3,8
1,Soacha,2,2,1,4,3,2,1,4,23:00:00,53,1,2
3,Suba,4,2,4,2,3,2,1,2,23:00:00,43,3,9
3,Suba,2,1,2,7,1,2,3,1,21:00:00,34,1,5
3,Suba,2,2,1,1,3,2,3,10,18:00:00,31,1,6
2,Engativá,2,2,6,7,4,2,3,2,23:00:00,28,3,7
1,Engativá,2,2,3,5,2,2,3,3,18:00:00,24,3,6
3,Suba,1,3,3,5,3,2,1,3,21:00:00,32,1,8
3,Suba,4,3,6,4,3,2,3,2,20:00:00,24,1,8
3,Suba,4,2,5,4,3,2,5,2,19:00:00,43,1,8
3,Suba,5,2,2,4,3,2,1,11,22:00:00,40,1,8
1,Suba,3,2,1,3,1,2,1,2,21:00:00,20,3,6
1,Suba,3,2,1,6,3,2,3,1,21:00:00,29,1,5
1,Ciudad Bolívar,1,2,1,4,3,2,3,2,21:00:00,62,1,1
3,Usaquén,4,2,4,3,3,2,3,1,20:00:00,36,1,8
3,Suba,2,2,2,6,3,2,4,4,21:00:00,45,1,5
3,Tunjuelito,2,2,1,1,3,2,1,4,23:00:00,29,1,5
3,Suba,3,1,1,1,3,2,3,3,88,43,1,4
2,Suba,3,3,1,1,3,2,3,3,21:00:00,25,4,8
1,Usaquén,3,2,1,1,3,2,10,4,18:00:00,40,1,9
2,Suba,4,2,1,1,3,2,1,1,20:00:00,60,1,3
2,Suba,3,2,2,2,3,2,4,10,21:00:00,24,1,6
1,Engativá,3,2,6,1,1,2,4,2,19:00:00,22,3,7
3,Fontibón,99,3,5,5,1,1,3,1,20:00:00,48,1,4
2,Suba,4,2,2,2,3,2,1,2,23:00:00,53,1,8
1,Engativá,2,2,2,1,4,2,3,2,88,50,1,3
3,Suba,4,2,1,2,3,2,1,2,22:00:00,33,7,6
1,Suba,3,3,5,6,4,1,3,2,88,24,1,6
1,Usaquén,2,3,5,5,3,2,3,2,88,37,1,5
2,Kennedy,2,3,3,4,3,2,1,1,19:00:00,35,1,6
1,Suba,3,1,1,3,3,2,1,1,21:00:00,50,1,6
3,Suba,4,2,2,2,3,2,12,99,88,50,1,8
3,Suba,4,3,4,6,3,2,5,2,20:00:00,49,7,8
1,Suba,3,4,5,4,3,2,3,2,18:00:00,21,2,7
3,Tunjuelito,2,2,1,5,3,2,1,3,21:00:00,22,1,6
3,Suba,2,2,1,1,3,2,4,2,21:00:00,24,1,5
3,Suba,2,2,1,1,3,2,4,10,21:00:00,26,1,5
3,Suba,4,2,2,7,3,2,4,2,20:00:00,20,1,8
3,San Cristóbal,3,3,5,4,4,2,1,3,20:00:00,50,1,5
1,Suba,2,3,5,5,1,2,3,2,88,46,1,5
2,Usaquén,3,2,1,1,3,2,1,5,22:00:00,35,1,5
2,Suba,2,2,1,5,3,2,3,1,21:00:00,19,3,7
3,Soacha,3,3,3,7,3,2,1,2,18:00:00,38,1,6
3,Bosa,2,3,3,4,3,2,1,3,20:00:00,25,1,5
1,Suba,3,3,5,5,3,1,3,2,20:00:00,40,1,8
1,Suba,2,2,1,1,1,2,4,12,22:00:00,33,1,5
2,Suba,2,1,1,1,4,2,3,1,88,42,1,4
3,Suba,2,3,3,5,4,1,3,2,22:00:00,45,1,6
3,Suba,3,3,1,3,4,2,3,1,88,57,1,5
3,Suba,2,2,4,1,1,2,4,2,21:00:00,28,1,5
2,Suba,2,2,6,1,3,2,4,2,21:00:00,50,1,4
3,Suba,3,3,5,6,1,2,4,1,21:00:00,25,1,4
2,Suba,3,3,5,6,1,2,4,2,23:00:00,29,1,8
1,Suba,5,4,1,1,3,1,5,1,21:00:00,47,5,8
1,Suba,3,2,5,7,4,2,1,5,22:00:00,56,1,6
3,Suba,2,2,1,3,3,2,3,1,21:00:00,34,1,4
3,Usaquén,2,4,5,6,3,2,3,2,21:00:00,32,1,8
3,Suba,2,3,5,5,4,2,3,2,19:00:00,25,1,6
1,Suba,2,2,5,1,3,2,3,6,19:00:00,55,1,6
1,Suba,3,2,1,1,3,2,5,1,20:00:00,23,1,9
1,Suba,3,2,1,1,4,2,3,2,21:00:00,44,5,5
1,Usaquén,3,1,4,4,1,2,7,1,18:00:00,56,1,8
3,Suba,3,2,5,5,4,2,3,2,88,25,1,5
2,Suba,3,3,5,6,4,2,4,2,88,21,3,6
2,Suba,5,2,1,7,2,2,1,2,19:00:00,25,2,7
2,Suba,3,2,1,7,1,2,4,1,22:00:00,39,1,5
3,Suba,3,2,6,7,4,2,3,2,88,45,1,5
1,Suba,4,3,1,5,3,2,4,2,18:30:00,17,2,7
3,Suba,2,2,1,6,3,2,4,1,22:00:00,27,1,6
3,Suba,3,3,5,1,3,1,3,12,18:00:00,45,1,6
2,Suba,3,2,2,1,4,2,3,1,20:00:00,24,1,6
3,Suba,2,2,1,2,3,2,3,2,23:00:00,37,1,6
1,Suba,3,2,2,4,1,2,3,1,88,21,2,7
1,Suba,2,2,1,1,3,2,9,1,23:30:00,30,1,5
2,Suba,4,3,1,1,1,2,1,4,88,46,5,5
3,Suba,4,3,5,5,4,2,3,2,20:00:00,25,1,8
2,Suba,3,3,1,7,1,2,3,1,22:00:00,32,1,5
3,Suba,4,2,4,1,3,1,1,2,88,20,2,7
1,Suba,3,4,5,5,3,3,3,3,88,24,1,7
3,Suba,3,1,1,1,1,3,11,1,88,61,5,6
1,Suba,4,3,3,4,3,3,3,2,18:00:00,32,1,7
3,Bosa,2,2,5,5,1,3,3,3,20:00:00,23,1,6
2,Suba,3,2,3,7,2,3,5,1,22:00:00,60,5,4
2,Suba,3,2,2,3,3,3,4,1,20:00:00,23,3,8
3,Rafael Uribe Uribe,2,4,1,1,2,3,1,1,20:00:00,64,1,5
2,Suba,2,2,1,2,3,3,4,1,21:00:00,55,1,2
2,Suba,3,2,4,3,3,3,1,6,21:00:00,22,2,8
2,Fontibón,4,3,1,5,1,3,3,5,88,22,3,8
2,Suba,3,3,3,7,3,3,1,11,88,24,1,6
2,Suba,4,2,1,7,3,2,12,1,88,32,1,9
2,Engativá,3,3,2,6,3,3,9,3,88,21,3,7
3,Suba,4,2,2,8,3,2,12,12,20:00:00,23,2,7
2,Suba,3,2,1,7,1,1,8,3,88,31,1,6
2,Usaquén,2,3,3,4,3,3,3,1,88,23,1,5
2,Suba,4,1,1,3,1,2,3,1,20:00:00,55,5,5
2,Suba,2,2,2,7,3,3,4,5,21:00:00,18,1,6
2,Antonio Nariño,3,2,2,6,3,3,1,2,18:00:00,20,3,6
2,Engativá,3,1,1,2,3,2,3,4,20:00:00,34,1,8
3,Suba,3,3,5,4,3,3,1,2,18:00:00,19,2,7
3,Suba,3,3,3,5,3,1,12,3,88,48,1,5
1,Usaquén,3,2,2,6,1,3,9,1,20:00:00,27,3,6
1,Suba,3,2,4,3,1,1,5,2,88,29,1,9
3,Suba,3,2,1,7,1,1,3,12,19:00:00,27,1,5
2,Suba,4,3,6,1,3,3,5,1,20:00:00,38,1,6
2,Suba,2,3,5,6,2,2,4,3,20:00:00,18,3,6
2,Usaquén,3,3,3,5,2,3,1,1,21:00:00,19,3,7
1,Suba,3,4,3,5,3,3,12,4,88,57,6,9
3,Engativá,2,3,5,5,3,3,3,1,88,29,1,5
1,Bosa,1,3,6,6,3,1,1,5,88,18,1,5
2,Suba,2,3,5,2,3,2,3,11,21:00:00,22,1,5
2,Suba,3,3,2,4,3,2,3,3,21:00:00,30,1,4
2,Los Mártires,3,3,1,3,3,1,1,2,21:00:00,29,1,5
2,Suba,3,2,99,2,3,2,3,3,22:00:00,28,2,7
3,Usaquén,4,2,2,2,3,2,3,4,19:00:00,34,1,5
2,Suba,3,2,1,7,3,2,3,2,22:00:00,29,1,9
2,Suba,5,3,5,4,4,1,5,13,23:00:00,34,1,8
1,Suba,5,1,1,4,1,2,7,1,21:00:00,40,1,8
3,Suba,5,4,3,4,3,1,3,2,18:00:00,43,1,7
3,Suba,3,3,1,4,1,1,3,1,22:00:00,64,6,8
3,Suba,99,2,2,3,4,1,3,9,22:00:00,27,1,6
1,Suba,2,2,3,3,3,2,3,3,18:00:00,48,1,5
3,Suba,3,3,5,7,3,1,1,4,18:00:00,45,1,8
2,Suba,3,2,1,8,3,2,1,1,88,58,5,5
2,Usaquén,3,3,2,4,3,2,4,2,88,21,1,5
2,Suba,3,2,2,2,3,2,4,2,88,22,1,5
3,Usaquén,3,3,2,4,3,2,4,4,21:00:00,20,3,7
3,Engativá,3,3,2,3,3,2,3,1,21:00:00,19,3,7
1,Bosa,2,4,5,2,3,2,1,2,88,27,1,5
3,Suba,2,3,2,2,3,2,4,11,20:00:00,28,1,5
3,Suba,3,3,2,2,3,2,4,11,88,20,1,6
1,Suba,4,3,5,6,3,2,1,2,20:00:00,55,1,8
2,Tunjuelito,3,2,5,8,3,2,1,6,21:00:00,30,3,7
1,Soacha,2,2,1,4,3,2,1,2,18:00:00,48,5,5
3,Engativá,3,2,1,2,2,1,3,2,23:00:00,45,1,8
1,Usaquén,1,2,4,5,3,2,3,2,88,34,1,6
3,Usaquén,4,3,3,6,3,1,3,4,21:00:00,23,1,5
3,Suba,3,2,2,5,1,2,3,2,88,52,1,6
3,Suba,4,2,5,6,1,1,5,3,18:30:00,22,2,7
3,Suba,2,4,3,3,3,2,3,4,20:00:00,57,1,2
1,Suba,3,1,1,2,3,2,1,4,21:00:00,24,4,8
3,Suba,3,3,5,1,1,2,12,1,88,23,3,8
3,Suba,3,3,5,1,1,2,1,4,88,54,1,6
3,Suba,3,2,4,1,1,1,3,4,88,54,1,5
3,Suba,3,3,1,1,3,2,4,1,88,23,1,6
3,Usme,2,2,1,2,3,1,3,3,22:00:00,23,3,6
3,Suba,5,2,1,2,3,1,3,3,18:00:00,34,3,6
3,Suba,1,2,1,1,3,2,4,1,18:00:00,24,1,4
